Category,Title,Original Link,Description,Publication Date
금융,기준금리 13연속 동결될까…가계대출 대책 주목,http://www.fnnews.com/news/202408171341205875,"다음주(8월 19∼23일)에는 한국은행이 기준금리를 결정하고, 금융당국과 금융권이 가계대출 관리 대책을 논의한다. 우선 한은 금융통화위원회(이하 금통위)는 오는 22일 통화정책방향 회의를 열고 기준금리를 현 수준(3.50... ","Sat, 17 Aug 2024 14:10:00 +0900"
금융,"하나금융그룹, 2023년 ESG 성과로 5조4072억원 가치 창출",https://www.financialpost.co.kr/news/articleView.html?idxno=211221,하나금융그룹(회장 함영주)은 '2023 ESG 임팩트 보고서'를 발간해 ESG 활동의 결과로 총 5조4072억원에 달하는... 특히 2023년 ESG 임팩트 측정을 하나금융그룹 모든 관계사와 6개 공익재단으로 확대해 전사적인 ESG... ,"Fri, 16 Aug 2024 10:08:00 +0900"
금융,"금융당국, 개인채무자보호법상 내부기준 모범사례 마련",http://www.fnnews.com/news/202408151053227623,금융당국은 오는 10월 개인채무자보호법 시행을 앞두고 금융업권과 내부기준 모범사례를 마련했다고 15일 밝혔다. 금융당국에 따르면 개인채무자보호법은 채권금융회사의 자율성을 제고하면서도 채무조정 등을 책임있게... ,"Thu, 15 Aug 2024 12:01:00 +0900"
금융,"하나금융그룹, 지난해 ESG 성과 5조 4072억원 사회적 가치 창출",https://www.psnews.co.kr/news/articleView.html?idxno=2063956,하나금융그룹 CI. [사진=하나금융그룹] 하나금융그룹(회장 함영주)은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경‧사회‧지배구조 및 경제 간접 기여 등 그룹이 추진해온 ESG 활동의 결과로 총 5조... ,"Fri, 16 Aug 2024 08:51:00 +0900"
금융,"하나금융, 작년 ESG 성과 사회적 가치 창출 5.4조",http://www.goodkyung.com/news/articleView.html?idxno=244502,하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 ESG(환경‧사회‧지배구조) 및 경제 간접... 또 2023년 ESG 임팩트 측정을 하나금융그룹 전 관계사와 공익재단으로 확대함으로써 그룹의 전사적인 ESG... ,"Fri, 16 Aug 2024 09:30:00 +0900"
금융,"하나금융, 지난해 ESG 활동 성과로 5조4072억 사회적 가치 창출",https://www.newsworks.co.kr/news/articleView.html?idxno=762551,하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난해 ESG 활동을 통해 총 5조4072억원의 사회적 가치를... 2023년 ESG 임팩트 측정을 하나금융그룹 전 관계사와 공익재단으로 확대했다. 글로벌 기준에 맞춘... ,"Fri, 16 Aug 2024 09:16:00 +0900"
금융,"하나금융, 2023년 ESG로 5조4072억원 가치 창출...전년대비 40% 증가",http://www.paxetv.com/news/articleView.html?idxno=210065,"하나금융그룹(회장 함영주)은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경‧사회‧지배구조 및... 또한, 작년 ESG 임팩트 측정을 하나금융그룹 전(全) 관계사와 공익재단으로 확대함으로써 그룹의 전사적인... ","Fri, 16 Aug 2024 16:24:00 +0900"
금융,"하나금융 ""작년 ESG 성과로 5조4072억 사회적 가치 창출""",https://www.kbanker.co.kr/news/articleView.html?idxno=216005,하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난해 ESG(환경·사회·지배구조) 활동으로 5조4072억원... 측정 사업 수는 2022년 187개에서 2023년 359개로 약 92% 증가하며 질적인 성장도 이뤄냈다는 게 하나금융의... ,"Fri, 16 Aug 2024 09:58:00 +0900"
금융,"키움증권, 고객 패널 모집…금융소비자 보호 강화",http://www.efnews.co.kr/news/articleView.html?idxno=114038,"고객 패널은 키움증권의 금융상품 및 서비스 개선, 금융소비자 보호 등에 대한 고객 의견을 경청하기 위해 지난 2017년부터 모집해왔다. 키움증권은 올해부터 더 다양한 고객의 목소리를 청취하고자 매년 2회 모집하던... ","Fri, 16 Aug 2024 14:46:00 +0900"
금융,"하나금융, 지난해 ESG 성과로 사회적가치 5조 4072억원 창출",https://www.cstimes.com/news/articleView.html?idxno=606289,"컨슈머타임스=이지영 기자 | 하나금융그룹(회장 함영주)은 2023 ESG 임팩트 보고서를 통해 지난 한 해 동안... 또한, 2023년 ESG 임팩트 측정을 하나금융그룹 전(全) 관계사와 공익재단으로 확대함으로써 그룹의... ","Fri, 16 Aug 2024 08:28:00 +0900"
금융,"'ETF 밀어주기' 의혹…금감원, 자료 요구 전 금융권으로 확대",http://www.newsprime.co.kr/news/article.html?no=651046,'계열사 상장지수펀드(ETF) 밀어주기' 의혹 관련 금융감독원의 현황 파악이 자산운용사뿐 아니라 자산운용사와 연계된 전체 금융회사로 번졌다. 16일 금융당국 등에 따르면 금감원은 최근 삼성자산운용... ,"Fri, 16 Aug 2024 13:06:00 +0900"
금융,"토스뱅크, 금융취약 고령층 디지털 금융 교육 실시",http://www.goodkyung.com/news/articleView.html?idxno=244510,9일 서울 금천구에 위치한 서울평생교육진흥원 서울시민대학 '모두의학교 캠퍼스'에서 열린 토스뱅크 디지털 금융교육에 참여한 70대 이상 고령층 약 30명이 교육을 듣고 있다. [사진=토스뱅크] 토스뱅크는 비대면 금융... ,"Fri, 16 Aug 2024 10:36:00 +0900"
금융,한전 '전력테이터 활용' 소상공인 돕는 금융지원 정책 수립,https://www.newsis.com/view/NISX20240812_0002846285,필요한 금융 혜택을 강화하고 정책적 지원 역량을 높이기 위해 이뤄졌다. 이에 한전·중기중앙회·KCB 3사는 각사가 보유한 정보를 상호 연계해 소기업·소상공인에 특화된 신용평가 체계 구축에 나서기로 했다. 금융시장에... ,"Mon, 12 Aug 2024 09:32:00 +0900"
금융,"토스뱅크, 고령층 디지털 금융 교육 실시… 금융취약계층 보호",https://biz.newdaily.co.kr/site/data/html/2024/08/16/2024081600184.html,뉴데일리 곽예지 기자 = 토스뱅크는 비대면 금융 거래 확대로 인해 금융 서비스 이용에 어려움을 겪는 금융 취약계층을 보호하기 위해 디지털 금융 교육을 실시했다고 16일 밝혔다. 토스뱅크는 최근 서울 금천구에 위치한... ,"Fri, 16 Aug 2024 15:14:00 +0900"
금융,"하나금융 ""지난해 5.4조원 사회적 가치 창출""",https://www.ezyeconomy.com/news/articleView.html?idxno=201689,"하나금융은 '2023 ESG 임팩트 보고서'를 통해 ""지난해 환경‧사회‧지배구조 및 경제 간접 기여 등 그룹이... 또 ESG 임팩트 측정을 하나금융 모든 관계사와 공익재단으로 확대함으로써 전사적 ESG 관리체계를... ","Fri, 16 Aug 2024 09:18:00 +0900"
금융,"하나금융, 작년 ESG 성과 5조 4072억원…전사적 관리체계 구축",https://www.gokorea.kr/news/articleView.html?idxno=802834,하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경‧사회‧지배구조 및 경제 간접... 하나금융은 설명했다. 글로벌 기준에 맞춘 하나금융그룹의 ESG 활동 전반의 항목별 성과는 △환경 2963억원... ,"Fri, 16 Aug 2024 09:42:00 +0900"
금융,"하나금융, 지난해 ESG 통해 5조 넘는 사회적가치 창출",http://www.srtimes.kr/news/articleView.html?idxno=161275,"하나금융그룹은 '2023 ESG(환경·사회·투명경영) 임팩트 보고서'를 통해 지난 한 해 동안 환경·사회... 하나금융그룹에 따르면 이번에 측정된 ESG 성과는 지난 2022년 성과(3조8,656억원) 대비 약 40% 증가한 수치다.... ","Fri, 16 Aug 2024 15:48:00 +0900"
금융,소상공인 정책자금 상환 최대 5년 연장…금융 비용 부담 완화,https://www.seoul.co.kr/news/economy/2024/08/15/20240815500043?wlog_tag3=naver,정부가 소상공인의 금융 비용 부담 완화를 위해 정책자금 상환기간을 최대 5년 연장해주기로 했다. 중소벤처기업부는 15일 소상공인 정책자금 상환연장 제도를 개편해 16일부터 신청받는다고 밝혔다.... ,"Thu, 15 Aug 2024 12:44:00 +0900"
금융,"소상공인 정책자금 상환기간 최대 5년 연장…""금융 부담 완화""",https://view.asiae.co.kr/article/2024081511260452903,발표한 금융지원 3종 세트 모두 지원을 개시했다”며 “3종 세트를 차질 없이 추진해 대출금 상환에 애로를 겪고 있는 소상공인의 금융비용 부담을 완화하는 데 도움이 될 수 있도록 하겠다”고 말했다. 상환연장 지원은... ,"Thu, 15 Aug 2024 12:00:00 +0900"
금융,"""주요 손보사 금융배출량 2천600만t 추정…국내 배출량 4% 수준""",https://www.yna.co.kr/view/AKR20240814167300002?input=1195m,"2천600만t의 금융배출량을 기록하고 있다는 분석이 제기됐다. 이는 국내 온실가스 배출량의 약 4%로, '큰 손' 국민연금의 국내기업 금융배출량과 맞먹는 수준이다. 기후위기 해결을 위해 설립된 비영리법인... ","Thu, 15 Aug 2024 07:14:00 +0900"
금융,"[금융 이모저모] 키움증권 고객이라면 누구나 신청!···키움증권, 고객 패널...",https://www.greened.kr/news/articleView.html?idxno=317642,"'키움증권 고객 패널'은 키움증권이 회사의 금융상품과 서비스 개선, 금융소비자보호 등에 대한 고객의 의견을 듣기 위해 지난 2017년 도입한 제도로, 특히 올해부터는 더욱 다양한 고객의 목소리를 청취하기 위해 매년... ","Fri, 16 Aug 2024 16:05:00 +0900"
금융,"하나금융, 지난해 ESG 성과 5.4조원 사회적 가치 창출",http://www.it-b.co.kr/news/articleView.html?idxno=77195,"하나금융그룹은 2023년 ESG 성과 5조 4,072억원의 사회적 가치를 창출했다. 하나금융그룹(회장 함영주)은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경‧사회‧지배구조 및 경제 간접 기여 등 그룹이 추진해온... ","Fri, 16 Aug 2024 08:58:00 +0900"
금융,"고경일 광주은행장, 원전 기자재 중소기업 방문 금융지원 논의",https://www.newspim.com/news/view/20240816000549,"네덜란드 연구용 원자로 개조 사업의 성공을 통해 K-원자력 유럽 수출에 기여했다. 고병일 광주은행장은 ""지역 중소기업과 소상공인에 대한 실질적인 금융지원을 강화해 지역 경제 활성화에 기여하겠다""고 말했다.","Fri, 16 Aug 2024 11:46:00 +0900"
금융,"하나금융 ""작년 ESG 성과... 5.4조 사회적 가치 창출""",https://www.meconomynews.com/news/articleView.html?idxno=98851,"""전사적 관리 체계"" [시장경제=정우교 기자] 사진=하나금융 하나금융그룹은 지난해 ESG활동의 결과로 총 5조4072억원의 사회적 가치를 창출했다고 16일 밝혔다. 이번에 측정된 ESG 성과는 2022년 성과(3조8656억원)보다 약... ","Fri, 16 Aug 2024 09:22:00 +0900"
금융,"KB라이프생명 이환주 임직원과 타운홀 미팅, “종합금융 플랫폼으로 성장”",https://www.businesspost.co.kr/BP?command=article_view&num=362483,"제공하는 금융플랫폼으로 성장하겠다""고 말했다. 이 사장은 임직원들이 다양한 방법으로 공감대를 형성할 수 있도록 타운홀 미팅 이외에도 다양한 방법으로 소통을 이어나가겠다고 강조했다. 그는 ""회사와 임직원의... ","Fri, 16 Aug 2024 13:38:00 +0900"
금융,"“‘부정대출’ 제재 전에 끝내자”…우리금융, 보험사 인수 속도 낸다",http://www.edaily.co.kr/news/newspath.asp?newsid=01190646638988304,우리금융이 동양생명·ABL생명 인수에 속도를 내고 있다. 이달 말까지 실사 작업을 마무리한 뒤... 최근 우리은행에서 손태승 전 회장의 수백억원대 부정대출 사태가 터진 가운데 금융당국의 제재가 본격화하기 전에... ,"Sat, 17 Aug 2024 07:30:00 +0900"
금융,"DB금융투자, 상반기 영업이익 498억원…작년 대비 83.5%↑",https://www.yna.co.kr/view/AKR20240814102600008?input=1195m,"DB금융투자는 14일 상반기 연결 기준 영업이익 498억원을 기록해 작년 동기 대비 83.5% 증가한 것으로 집계됐다고 밝혔다. 당기순이익은 86.8% 늘어 388억원을 기록했다. DB금융투자는 ""시장 변동성의 확대에도 불구하고... ","Wed, 14 Aug 2024 14:44:00 +0900"
금융,"""메리츠금융지주, 밸류업 모범생인데 깜짝 실적까지…목표가↑""-신한",https://www.hankyung.com/article/2024081660626,"신한투자증권은 16일 메리츠금융지주의 목표주가를 기존 12만원에서 13만원으로 높였다.... 이 증권사 임희원 수석연구원은 ""밸류업 관련 투자 기회를 고민한다면 메리츠금융지주는 최적의 선택지""라며 ""상반기... ","Fri, 16 Aug 2024 08:45:00 +0900"
금융,"하나금융그룹 2023 ESG 성과, 5.4조원 사회적 가치 창출",http://www.choicenews.co.kr/news/articleView.html?idxno=134369,"하나금융그룹(회장 함영주, 이하 하나금융)은 16일 ""'2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경‧사회‧지배구조 및 경제 간접 기여 등 그룹이 추진해온 ESG 활동의 결과로 총 5조 4072억원의 사회적 가치를... ","Fri, 16 Aug 2024 08:40:00 +0900"
금융,"DB금융투자, 상반기 영업익 498억…전년比 83.5%↑",https://www.newsis.com/view/NISX20240814_0002850091,"DB금융투자는 올해 상반기 누계 기준 연결 영업이익 498억원, 순이익 388억원을 기록했다고 14일 공시했다. 전년 동기 대비 각각 83.5%, 86.8% 증가한 수치다. DB금융투자는 시장 변동성의 확대에도 중점 전략인 PIB(PB+IB) 연계... ","Wed, 14 Aug 2024 14:34:00 +0900"
금융,"하나금융, 지난해 5조4000억원 사회적 가치 창출",https://www.pointdaily.co.kr/news/articleView.html?idxno=215464,하나금융그룹이 '2023 ESG 임팩트 보고서'를 통해 그룹이 추진해온 ESG 활동의 결과로 총 5조4072억원의 사회적 가치를 창출했다. 사진=하나금융  하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경... ,"Fri, 16 Aug 2024 09:16:00 +0900"
금융,"하나금융그룹, 2023년 ESG 성과 5조4072억원 가치 창출",https://www.lcnews.co.kr/news/articleView.html?idxno=82087,"하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경‧사회‧지배구조 및 경제 간접 기여 등 그룹이 추진해온 ESG 활동의 결과로 총 5조 4,072억원의 사회적 가치를 창출했다고 밝혔다. 하나금융그룹... ","Fri, 16 Aug 2024 11:22:00 +0900"
금융,"법원 ""금융당국, '분식회계 의혹' 삼성바이오 제재 취소""",https://www.ytn.co.kr/_ln/0103_202408142057034513,[기자] 지난 2018년 금융당국은 삼성바이오로직스가 4조5천억 원대 분식회계를 저질렀다고 판단했습니다.... 나타났습니다.] 금융당국은 김태한 당시 삼성바이오 대표에 대한 해임 권고와 거액의 과징금 부과 등을... ,"Wed, 14 Aug 2024 20:57:00 +0900"
금융,상반기 금융권 '연봉킹'…현대카드·커머셜 부회장(종합),https://www.newsis.com/view/NISX20240814_0002850691,이주혜 남정현 기자 = 올해 상반기 금융권에서 가장 많은 보수를 받은 이는 27억1500만원을 수령한 정태영 현대카드 부회장인 것으로 나타났다. 주요 금융지주 회장 중에서는 함영주 하나금융지주 회장이... ,"Wed, 14 Aug 2024 18:19:00 +0900"
금융,"하나금융, 작년 ESG성과 5조4,072억원 사회적 가치 창출",http://www.sentv.co.kr/news/view/693301,하나금융그룹이 2023 ESG 임팩트 보고서를 통해 지난해 동안 환경‧사회‧지배구조 및 경제 간접 기여 등... 지난해 ESG 임팩트 측정을 하나금융그룹 전 관계사와 공익재단으로 확대해 그룹의 전사적인 ESG... ,"Fri, 16 Aug 2024 08:48:00 +0900"
금융,"신한證 ""메리츠금융지주, 밸류업 투자 최적 선택지...목표가 """,http://www.fnnews.com/news/202408160847384568,"신한투자증권이 메리츠금융지주의 목표주가를 12만원에서 13만원으로 상향했다. 상반기 주가 상승에도... 16일 임희연 신한투자증권 연구원은 ""메리츠금융지주는 올해 2·4분기에서 전년 대비 32.3% 상승한 영업이익... ","Fri, 16 Aug 2024 09:02:00 +0900"
금융,"고병일 광주은행장, 체코원전 호재 '무진기연' 금융지원 논의",http://www.namdonews.com/news/articleView.html?idxno=785004,하고 금융지원을 골자로 한 협력 방안을 논의했다고 16일 밝혔다. 무진기연은 최근 한국수력원자력이 총... 구체적인 금융지원 방향을 논의했다. 무진기연은 1990년 설립된 무진기계에서 출발해 현재는 원자력 발전 설비... ,"Fri, 16 Aug 2024 17:12:00 +0900"
금융,"하나금융 ""지난해 ESG 활동으로 5.4조 창출…전년보다 40%↑""",http://www.fieldnews.kr/news/articleView.html?idxno=6328,하나금융그룹은 16일 환경·사회·지배구조(ESG) 활동 결과로 5조 4072억원에 달하는 사회적 가치를 창출했다는 내용의 '2023 ESG 임팩트 보고서'를 발간했다. 하나금융은 이런 성과가 지난 2022년 성과(3조 8656억원)... ,"Fri, 16 Aug 2024 10:34:00 +0900"
금융,"하나금융, 지난해 사회적 가치 창출 '5조4072억원'",https://www.bigtanews.co.kr/article/view/big202408160001,"빅터뉴스 이재영 기자 하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경‧사회... 또한, 2023년 ESG 임팩트 측정을 하나금융그룹 전(全) 관계사와 공익재단으로 확대함으로써 그룹의 전사적인 ESG... ","Fri, 16 Aug 2024 09:02:00 +0900"
금융,"하나금융, 지난해 5.4조 ESG 사회적 가치 창출… 1년새 40%↑",https://www.moneys.co.kr/article/2024081608162311250,하나금융그룹은 '2023 ESG(환경·사회·지배구조) 임팩트 보고서'를 통해 지난해 그룹이 추진해온 ESG... 2023년 ESG 임팩트 측정을 하나금융그룹 전 관계사와 공익재단으로 확대함으로써 그룹의 전사적인 ESG... ,"Fri, 16 Aug 2024 09:21:00 +0900"
금융,"하나금융그룹, 지난해 ESG 활동으로 사회적 가치 5.4조 창출",http://www.lawissue.co.kr/view.php?ud=2024081609450115179817d053b9_12,"하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경‧사회‧지배구조 및 경제 간접... 또한, 2023년 ESG 임팩트 측정을 하나금융그룹 전(全) 관계사와 공익재단으로 확대함으로써 그룹의 전사적인... ","Fri, 16 Aug 2024 09:46:00 +0900"
금융,"하나금융, 2023년 ESG 성과 5조 4,072억원 사회적 가치 창출",https://www.koreaittimes.com/news/articleView.html?idxno=133909,"이미지/ 하나은행 제공 하나금융그룹은「2023 ESG 임팩트 보고서」를 통해 지난 한 해 동안... 또한, 2023년 ESG 임팩트 측정을하나금융그룹 전(全) 관계사와 공익재단으로 확대, 그룹의 전사적인 ESG 관리체계를... ","Fri, 16 Aug 2024 10:48:00 +0900"
금융,"하나은행, 서울신용보증재단과 소상공인 금융지원",https://www.newsis.com/view/NISX20240814_0002850098,하나은행이 서울신용보증재단(서울신보)과 함께 서울 소상공인에 대한 금융지원에 나선다고 14일 밝혔다. 하나은행과 서울신보는 올해 초 영세 소상공인의 금융지원을 위한 업무협약을 체결했다. 서울신보는 지난달부터... ,"Wed, 14 Aug 2024 14:37:00 +0900"
금융,"하나금융 ""ESG 활동으로 5조4072억 사회적 가치 창출""",https://www.job-post.co.kr/news/articleView.html?idxno=111961,하나금융그룹은 환경·사회·지배구조(ESG) 활동 결과로 5조4072억원에 달하는 사회적 가치를 창출했다는 내용의 '2023 ESG 임팩트 보고서'를 발간했다고 16일 밝혔다. 하나금융에 따르면 측정된 ESG 성과는 지난... ,"Fri, 16 Aug 2024 16:02:00 +0900"
금융,"10월부터 '채무자보호' 강화…금융사, 내부기준 마련한다",https://biz.sbs.co.kr/article_hub/20000186936?division=NAVER,"오늘(15일) 금융위원회·금융감독원은 전 금융업권에 이를 대비해 '내부기준 모범사례'를 마련해 제공한다고 밝혔습니다. '개인채무자보호법'에 따른 채무조정, 채권양도나 추심 등에 대한 채권금융회사의 이해도를 높이기... ","Thu, 15 Aug 2024 12:00:00 +0900"
금융,"[카드] 토스뱅크, 고령층 대상 디지털 금융 교육 실시…금융취약계층 보호",http://www.newsprime.co.kr/news/article.html?no=651020,토스뱅크가 비대면 금융 거래 확대로 인해 금융 서비스 이용에 어려움을 겪는 금융 취약계층을 보호하기 위해 디지털 금융 교육을 실시했다고 16일 밝혔다.,"Fri, 16 Aug 2024 10:50:00 +0900"
금융,"토스뱅크, 금융취약계층 보호 위한 고령층 디지털 금융 교육 실시",https://daily.hankooki.com/news/articleView.html?idxno=1117485,토스뱅크가 비대면 금융 거래 확대로 인해 금융 서비스 이용에 어려움을 겪는 금융 취약계층을 보호하기 위해 디지털 금융 교육을 실시했다. 사진=토스뱅크  토스뱅크가 비대면 금융 거래 확대로 인해 금융 서비스 이용에... ,"Fri, 16 Aug 2024 09:30:00 +0900"
금융,"하나금융, ""지난해 5조4072억원 규모 사회적가치 창출""",https://www.itbiznews.com/news/articleView.html?idxno=142585,하나은행 본점 하나금융그룹이 16일 '2023 ESG 임팩트 보고서'를 내고 지난해 추진한 ESG 활동의 결과로 총... 측정 사업 수 역시 2022년 187개에서 2023년 359개로 약 92% 늘면서 양적·질적 성장도 이뤄냈다고 하나금융은... ,"Fri, 16 Aug 2024 10:40:00 +0900"
금융,"토스뱅크, 고령층 대상 '디지털 금융 교육' 실시",https://www.pinpointnews.co.kr/news/articleView.html?idxno=282383,토스뱅크가 진행한 '디지털 금융 교육'에서 참가자들이 교육을 경청하고 있다. [사진=토스뱅크] 토스뱅크는 비대면 금융 거래 확대로 어려움을 겪는 금융 취약계층을 위해 '디지털 금융 교육'을 실시했다고 16일 밝혔다. 이... ,"Fri, 16 Aug 2024 13:00:00 +0900"
금융,"하나금융, 지난해 ESG 경영으로 5조 4072억 사회적 가치 창출",http://www.newsian.co.kr/news/articleView.html?idxno=72192,하나금융그룹은 지난해 추진해온 ESG 활동의 결과로 총 5조 4072억원의 사회적 가치를 창출했다고 밝혔다. [사진=송서영 기자] ［뉴시안= 송서영 기자］하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안... ,"Fri, 16 Aug 2024 16:22:00 +0900"
금융,"하나금융, 2023년 ESG 활동 통해 5조4072억원 사회적 가치 창출",http://www.wolyo.co.kr/news/articleView.html?idxno=245376,사진=하나금융 ［월요신문=고서령 기자］하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경‧사회‧지배구조 및 경제 간접 기여 등 그룹이 추진해온 ESG 활동의 결과로 총 5조4072억원의 사회적... ,"Fri, 16 Aug 2024 09:08:00 +0900"
금융,"한투증권, 내달 30일까지 금융상품 이전 이벤트",https://www.newsis.com/view/NISX20240814_0002849720,"한국투자증권은 다음달 30일까지 영업점 계좌 보유자들 대상으로 금융상품 이전 이벤트를 진행한다고 14일... 박재현 개인고객그룹장은 ""자산 증대와 재테크에 대한 뜨거운 관심에 힘입어 올해 들어 개인 금융상품... ","Wed, 14 Aug 2024 11:07:00 +0900"
금융,"토스뱅크, 고령층 디지털 금융 교육",http://www.enewstoday.co.kr/news/articleView.html?idxno=2164680,디지털 금융 교육을 실시했다고 16일 밝혔다. 토스뱅크는 지난 5월에도 고령층을 대상으로 찾아가는 금융 교육을 진행한 바 있다. 이번 교육은 안전한 모바일 금융 서비스 이용방법과 날이 갈수록 진화하는 금융 사기... ,"Fri, 16 Aug 2024 10:40:00 +0900"
금융,신한은행 상생금융 일환 '신한 60+ 교통지원금 사업 시즌2' 추진,http://www.newstnt.com/news/articleView.html?idxno=401599,"'신한 60+ 교통지원금 사업'은 신한은행이 지난 5월 민생금융지원 자율프로그램의 일환으로 처음 추진한... 민생금융지원 프로그램을 통해 진정성 있는 상생금융을 실천하겠다""고 밝혔다. 한편, 신한은행은 다가올... ","Fri, 16 Aug 2024 14:06:00 +0900"
금융,"유안타증권, 금융센터인천본부점 투자설명회 개최",https://www.viva100.com/main/view.php?key=20240816010004401,"유안타증권, 금융센터인천본부점 투자설명회 개최 유안타증권 금융센터인천본부점이 21일 오후 4시부터 인천시 남동구 이토타워 3층 지점에서 개인투자자들을 대상으로 투자설명회를 개최한다. 이번 설명회는... ","Fri, 16 Aug 2024 13:20:00 +0900"
금융,"""추심횟수 7일에 7회로 제한""…금융사 채권추심 내부기준 표준안",https://www.yna.co.kr/view/AKR20240814157700002?input=1195m,"금융당국, 10월 17일 전 금융회사별 내부기준 마련 여부 점검 금융회사는 오는 10월 17일부터 채권 추심을 할 때 추심횟수를 7일에 7회로 제한하는 추심총량제를 준수한다는 내용을 담은 내부 기준을 마련해야 한다.... ","Thu, 15 Aug 2024 12:00:00 +0900"
금융,"하나금융, 지난해 5.4조원 규모 ESG 성과",https://www.pinpointnews.co.kr/news/articleView.html?idxno=282334,하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경‧사회‧지배구조 및 경제 간접 기여 등 그룹이 추진해 온 ESG 활동의 결과로 총 5조4072억원의 사회적 가치를 창출했다고 16일 밝혔다. 하나금융... ,"Fri, 16 Aug 2024 09:10:00 +0900"
금융,"한투증권, 타사 계좌 보유 금융상품 이전시 경품 제공",https://www.yna.co.kr/view/AKR20240814049200008?input=1195m,한국투자증권은 9월 30일까지 영업점 계좌 보유 고객을 대상으로 금융상품 이전 이벤트 '다(多)모아'를 진행한다고 14일 밝혔다. 타사 계좌에 보유 중인 채권을 한국투자증권 영업점 계좌로 이체 입고하거나 타사... ,"Wed, 14 Aug 2024 09:55:00 +0900"
금융,"금융당국, 저축銀 '부동산PF 꼼수 정리' 막는다",https://biz.sbs.co.kr/article_hub/20000187300?division=NAVER,"저축은행의 부동산 프로젝트 파이낸싱(PF) 부실채권 정리 과정에서 편법 논란이 불거진 가운데, 금융당국이 제도 보완에 나섰습니다. 오늘(16일) 금융당국 관계자는 ""저축은행들이 부동산 PF를 정리할 때 자체 자금으로... ","Fri, 16 Aug 2024 16:58:00 +0900"
금융,"하나금융, '2023 ESG 임팩트 보고서' 발간... 5조 4072억원의 사회적 가치 창...",http://www.thefirstmedia.net/news/articleView.html?idxno=152051,"사진=하나금융 하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경‧사회‧지배구조 및 경제 간접 기여 등 그룹이 추진해온 ESG 활동의 결과로 총 5조 4,072억원의 사회적 가치를 창출했다고 16일... ","Fri, 16 Aug 2024 15:32:00 +0900"
금융,"토스뱅크, 금융취약계층 보호 위한 고령층 디지털 금융 교육 실시",https://www.psnews.co.kr/news/articleView.html?idxno=2063961,[사진=토스뱅크] 토스뱅크(대표 이은미)가 비대면 금융 거래 확대로 인해 금융 서비스 이용에 어려움을 겪는 금융 취약계층을 보호하기 위해 디지털 금융 교육을 실시했다고 16일 밝혔다. 토스뱅크는 지난 5월에 이어 약... ,"Fri, 16 Aug 2024 09:16:00 +0900"
금융,"토스뱅크, 고령층 디지털 금융교육 실시... ""취약층 보호""",https://www.meconomynews.com/news/articleView.html?idxno=98853,"금융사기 유형 설명... ""행동지침 제시"" [시장경제=정우교 기자] 토스뱅크는 금융취약계층을 보호하기 위해 디지털 금융교육을 실시했다고 16일 밝혔다. 사진=토스뱅크 ﻿토스뱅크는 금융취약계층을 보호하기 위해 디지털... ","Fri, 16 Aug 2024 10:00:00 +0900"
금융,추심 7일에 7회로 제한...금융사 내부기준 마련 예정,https://www.ytn.co.kr/_ln/0102_202408151244228383,금융회사는 채권 추심 횟수를 7일에 7회로 제한하는 추심총량제를 지킨다는 내용의 내부 기준을 마련해야 합니다. 금융당국은 금융권과 함께 개인채무자보호법 제정 후속 조치의 하나로 이 같은 내부기준 모범사례를... ,"Thu, 15 Aug 2024 12:44:00 +0900"
금융,"하나금융, 지난해 5조4072억원 ESG 사회적 가치 창출… 전년比 40%↑",https://www.ziksir.com/news/articleView.html?idxno=66394,"하나금융그룹은 '2023 ESG 임팩트 보고서'를 통해 지난 한 해 동안 환경‧사회‧지배구조 및 경제 간접... 또한, 2023년 ESG 임팩트 측정을 하나금융그룹 전(全) 관계사와 공익재단으로 확대함으로써 그룹의 전사적인... ","Fri, 16 Aug 2024 10:52:00 +0900"
